Chinese Word,Chinese Sentence,Wrong Answer 1,Wrong Answer 2,Wrong Answer 3,Wrong Answer 4,Color,ID
变成,这个小村子几年后____了一座热闹的城市。,成为,演变,,,5,420
变成,如果不及时处理，小问题可能会____大麻烦。,成为,演变,,,5,421
变成,她把旧房间____了一个安静的书房。,成为,演变,,,5,422
演变,这个汉字的写法经过很长时间才____成现在的样子。,成为,变成,,,5,423
演变,语言会随着社会发展不断____。,变成,成为,,,5,424
演变,这个传统节日后来慢慢____成全国性的活动。,成为,变成,,,5,425
合适,这件衣服的大小很____，不用再换了。,适合,,,,5,426
合适,现在不是谈这个问题的____时间。,适合,,,,5,427
合适,你觉得这个价格____吗？,适合,,,,5,428
合适,这个位置不太____，我们换个地方坐吧。,适合,,,,5,429
合适,他找到了一个很____的机会，准备换工作。,适合,,,,5,430
适合,这本书很____初学者阅读。,合适,,,,5,431
适合,这个方法不____我，我想换一种学习方式。,合适,,,,5,432
适合,这双鞋____跑步，不太适合正式场合。,合适,,,,5,433
适合,这份工作很____喜欢和人交流的人。,合适,,,,5,434
适合,这种天气____在家休息，不太想出门。,合适,,,,5,435
原因,我想知道他迟到的真正____。,理由,借口,道理,,5,436
原因,这次失败的主要____是准备不够。,理由,借口,道理,,5,437
原因,老师让我们分析这个问题发生的____。,理由,借口,道理,,5,438
原因,公司正在调查系统出错的____。,理由,借口,道理,,5,439
理由,你不同意这个计划，总要说出一个____吧。,原因,借口,道理,,5,440
理由,他给出的____很清楚，所以大家都接受了。,原因,借口,道理,,5,441
理由,我没有____拒绝他的邀请。,原因,借口,道理,,5,442
理由,如果你想请假，需要说明具体____。,原因,借口,道理,,5,443
借口,他不想参加活动，就随便找了一个____。,原因,理由,道理,,5,444
借口,不要总是拿工作忙当____。,原因,理由,道理,,5,445
借口,他明明忘了，却找____说自己太累了。,原因,理由,道理,,5,446
借口,她觉得他说的不是____，而是真的有困难。,原因,理由,道理,,5,447
道理,无论做什么事，都必须遵循自然界的____。,原因,理由,道理,,5,448
道理,他说的话很有____，我们大家都听服了。,理由,原因,道理,,5,449
道理,哪怕你赢了官司，如果不讲____，别人还是会看不起你。,道理,理由,原因,,5,450
道理,经历了这么多挫折，我终于明白了一个____：坚持就是胜利。,道理,原因,理由,,5,451
道理,你这个人怎么一点都不讲____？明明是你撞了我！,原因,理由,道理,,5,452
特殊,这个情况比较____，不能用普通的方法处理。,独特,特别,尤其,,5,453
特殊,如果有____原因，可以提前跟老师说明。,特别,独特,尤其,,5,454
特殊,他因为身体情况____，所以不能参加这次活动。,特别,独特,尤其,,5,455
特殊,这种材料需要在____环境下保存。,尤其,特别,独特,,5,456
独特,这位作家的写作风格很____，别人很难模仿。,特殊,特别,尤其,,5,457
独特,这个城市有自己____的文化和历史。,特别,特殊,尤其,,5,458
独特,这家餐厅的菜有一种很____的味道。,特别,特殊,尤其,,5,459
独特,每个人都有自己____的学习方法。,尤其,特殊,特别,,5,460
特别,今天____冷，你出门要多穿一点。,特殊,独特,尤其,,5,461
特别,我____喜欢这本书里的最后一章。,尤其,特殊,独特,,5,462
特别,他对中文语法____感兴趣。,独特,特殊,尤其,,5,463
特别,这个问题不____难，只要认真看就能懂。,特殊,独特,尤其,,5,464
特别,她今天看起来____高兴，可能有什么好事。,尤其,独特,特殊,,5,465
尤其,我喜欢学语言，____喜欢学中文。,特别,特殊,独特,,5,466
尤其,这个语法点很重要，____是在口语里。,特殊,特别,独特,,5,467
尤其,夏天这里很热，____是中午的时候。,特别,独特,特殊,,5,468
尤其,他很喜欢运动，____喜欢打篮球。,特别,特殊,独特,,5,469
尤其,学中文要多听多说，____要注意声调。,特殊,独特,特别,,5,470
体验,我想亲自____一下中国的春节气氛。,体会,经历,经验,,5,471
体验,这家酒店的服务很好，给客人很好的____。,体会,经历,经验,,5,472
体验,学语言不只是背单词，也要____真实的交流。,经历,体会,经验,,5,473
体验,这个活动可以让学生____不同国家的文化。,体会,经验,经历,,5,474
体验,我们周末去农场____了一天农村生活。,经历,经验,体会,,5,475
体会,听完他的故事，我更能____他的心情。,体验,经历,经验,,5,476
体会,只有自己做过，才会____这件事有多难。,体验,经验,经历,,5,477
体会,学了几年中文以后，我慢慢____到语序的重要性。,经历,体验,经验,,5,478
体会,她从失败中____到了坚持的意义。,经验,经历,体验,,5,479
体会,读完这本书，我____到作者想表达的孤独感。,体验,经历,经验,,5,480
经历,他年轻的时候____过很多困难。,体验,体会,经验,,5,481
经历,这次失败是我人生中很重要的一段____。,经验,体验,体会,,5,482
经历,她____了几次面试以后，变得不那么紧张了。,体验,经验,体会,,5,483
经历,我们都____过学习语言时说不出口的阶段。,体会,体验,经验,,5,484
经历,这个城市____了很大的变化，已经和以前不一样了。,体验,体会,经验,,5,485
经验,他有很多管理团队的____，所以很适合这个职位。,经历,体验,体会,,5,486
经验,这次实习让我积累了不少工作____。,经历,体会,体验,,5,487
经验,老师把自己的学习____分享给了我们。,体验,经历,体会,,5,488
经验,没有____的人，刚开始做这份工作会比较辛苦。,经历,体验,体会,,5,489
经验,失败不一定是坏事，也可以变成宝贵的____。,体会,经历,体验,,5,490
安排,公司已经____好了明天的会议时间。,建议,打算,计划,,5,491
安排,老师把学生的座位重新____了一下。,计划,建议,打算,,5,492
安排,这次旅行的住宿和交通都由他____。,打算,计划,建议,,5,493
安排,我们需要提前____好每个人的工作。,建议,打算,计划,,5,494
安排,经理____我明天去客户那里开会。,计划,建议,打算,,5,495
建议,我____你先复习重点，再做练习题。,安排,打算,计划,,5,496
建议,医生____他少熬夜，多休息。,计划,安排,打算,,5,497
建议,如果你不懂，可以听听老师的____。,安排,打算,计划,,5,498
建议,他给了我一个很实用的学习____。,计划,安排,打算,,5,499
建议,我不____你现在换工作，最好再考虑一下。,安排,计划,打算,,5,500
打算,我____明年去中国旅行。,安排,建议,计划,,5,501
打算,你周末有什么____？,计划,安排,建议,,5,502
打算,他本来____早点睡觉，结果又加班到很晚。,建议,安排,计划,,5,503
打算,我还没____好要不要参加这个活动。,计划,建议,安排,,5,504
打算,她____毕业以后先工作两年。,安排,计划,建议,,5,505
计划,我们需要制定一个详细的学习____。,安排,建议,打算,,5,506
计划,这个项目的____已经交给经理了。,打算,安排,建议,,5,507
计划,他每天按照自己的____复习中文。,建议,打算,安排,,5,508
计划,原来的____被改变了，所以会议延期了。,安排,打算,建议,,5,509
计划,如果没有____，事情很容易变得混乱。,建议,安排,打算,,5,510
应该,你____先把作业做完，再出去玩。,应当,必须,不得不,,5,511
应该,学中文的时候，____多听多说，不能只背单词。,必须,应当,不得不,,5,512
应该,他生病了，____早点休息。,应当,不得不,必须,,5,513
应该,这件事你____跟老师说明清楚。,必须,应当,不得不,,5,514
应该,我觉得我们____再检查一遍文件。,应当,必须,不得不,,5,515
应当,学生____尊重老师，也要尊重同学。,必须,应该,不得不,,5,516
应当,遇到问题时，负责人____及时处理。,应该,必须,不得不,,5,517
必须,进入实验室以前，所有人____戴上安全眼镜。,应该,应当,不得不,,5,518
必须,这个报告明天早上____交，不能再拖了。,应当,应该,不得不,,5,519
必须,你____先登录系统，才能修改资料。,应该,不得不,应当,,5,520
必须,考试的时候，学生____把手机关掉。,应当,应该,不得不,,5,521
必须,如果想通过考试，就____认真复习。,应该,应当,不得不,,5,522
不得不,因为下大雨，我们____取消了原来的计划。,应该,应当,必须,,5,523
不得不,他家里有急事，所以____提前离开会议。,必须,应该,应当,,5,524
不得不,文件突然出错，我____重新写了一遍。,应该,必须,应当,,5,525
不得不,公司人手不够，她____一个人负责两个项目。,应当,应该,必须,,5,526
不得不,车坏了以后，我们____走路回家。,必须,应当,应该,,5,527
说明,请你把这个问题____清楚，不要只说一半。,解释,表明,证实,,5,528
说明,老师用几个例子____了这个语法的用法。,表明,解释,证实,,5,529
说明,这份文件详细____了申请的步骤。,证实,表明,解释,,5,530
说明,使用这个软件以前，请先阅读操作____。,表明,解释,证实,,5,531
解释,我不明白这句话的意思，你能帮我____一下吗？,说明,表明,证实,,5,532
解释,他花了十分钟____自己为什么迟到。,表明,说明,证实,,5,533
解释,老师耐心地____了学生的问题。,证实,说明,表明,,5,534
解释,她试图____自己的决定，但大家还是不理解。,表明,说明,证实,,5,535
表明,他的态度____他并不想继续讨论。,说明,解释,证实,,5,536
表明,她的表情____她对这个结果不太满意。,解释,证实,说明,,5,537
表明,调查结果____，大部分人支持这个计划。,说明,解释,证实,,5,538
表明,他点头____自己同意老师的看法。,证实,解释,说明,,5,539
证实,警察已经____这个消息是真的。,说明,表明,解释,,5,540
证实,后来的实验____了他的判断没有错。,表明,说明,解释,,5,541
证实,我们需要更多资料来____这个说法。,解释,表明,说明,,5,542
证实,医生检查以后，____他只是轻微感冒。,说明,解释,表明,,5,543
证实,这份报告____了问题确实存在。,表明,解释,说明,,5,544
看法,我想听听你对这件事的____。,主张,观点,角度,,5,545
看法,每个人对学习方法都有不同的____。,观点,角度,主张,,5,546
看法,他改变了自己对这个问题的____。,主张,角度,观点,,5,547
看法,老师的____比较实际，值得我们参考。,观点,主张,角度,,5,548
看法,你对这部电影有什么____？,角度,观点,主张,,5,549
主张,他____学生应该多练习口语，而不是只背单词。,看法,观点,角度,,5,550
主张,这位专家____减少考试压力。,观点,看法,角度,,5,551
主张,公司管理层____采用新的工作制度。,看法,角度,观点,,5,552
主张,他一直____通过沟通解决问题。,观点,角度,看法,,5,553
主张,有些人____保护传统文化，也有人支持改变。,看法,观点,角度,,5,554
观点,这篇文章提出了一个很有意思的____。,看法,主张,角度,,5,555
观点,在讨论中，他清楚地表达了自己的____。,主张,看法,角度,,5,556
观点,我不同意他的____，但理解他的理由。,看法,角度,主张,,5,557
观点,这个____在年轻人中很受欢迎。,主张,看法,角度,,5,558
观点,写作文时，先要明确自己的____。,角度,看法,主张,,5,559
角度,如果换一个____来看，这件事可能没那么严重。,看法,主张,观点,,5,560
角度,老师让我们从历史____分析这个问题。,观点,看法,主张,,5,561
角度,这篇文章从经济____讨论城市发展。,主张,观点,看法,,5,562
角度,从学生的____来看，这个规定不太方便。,看法,观点,主张,,5,563
角度,他总是能从不同的____提出新的想法。,观点,主张,看法,,5,564
给,请你____我一杯水。,送,递,交给,,5,565
给,他每天都会____妹妹讲一个故事。,送,递,交给,,5,566
给,老师____我们很多练习题。,送,递,交给,,5,567
给,我想____你看一张照片。,送,递,交给,,5,568
给,妈妈____孩子买了一本新书。,送,递,交给,,5,569
送,朋友生日的时候，我____了他一本书。,给,递,交给,,5,570
送,公司____每位员工一份新年礼物。,给,递,交给,,5,571
送,他免费____我一张电影票。,给,递,交给,,5,572
送,她把亲手做的蛋糕____给老师。,给,递,交给,,5,573
送,商店今天买一____一，很多人都来排队。,给,递,交给,,5,574
递,请你把桌上的笔____给我。,给,送,交给,,5,575
递,服务员把菜单____给客人。,给,送,交给,,5,576
递,他坐在我旁边，____给我一张纸。,给,送,交给,,5,577
递,老师把试卷一张一张地____给学生。,给,送,交给,,5,578
递,她从包里拿出钥匙，____给了爸爸。,给,送,交给,,5,579
交给,请把作业____老师。,给,送,递,,5,580
交给,经理把这个任务____了新来的员工。,给,送,递,,5,581
交给,我已经把报告____老板了。,给,送,递,,5,582
交给,这件事很重要，不能随便____别人处理。,给,送,递,,5,583
交给,他离职前，把所有资料都____了同事。,给,送,递,,5,584
通知,学校会提前____家长开家长会的时间。,打招呼,传达,告知,,5,585
通知,公司刚发了一个____，说明明天要开会。,打招呼,传达,告知,,5,586
通知,如果课程时间改变，老师会在群里____大家。,打招呼,告知,传达,,5,587
通知,手机应用会自动____你有新的消息。,告知,打招呼,传达,,5,588
通知,请你帮我____同事下午三点开会。,传达,打招呼,告知,,5,589
打招呼,我明天可能会晚一点到，先跟你____。,通知,传达,告知,,5,590
打招呼,如果你想提前离开，最好先跟老师____。,通知,告知,传达,,5,591
打招呼,他借用会议室以前，都会先跟负责人____。,告知,通知,传达,,5,592
打招呼,我只是提前跟你____，免得你到时候不知道。,传达,通知,告知,,5,593
打招呼,你要是改计划，记得先跟大家____一声。,通知,告知,传达,,5,594
传达,经理让我把新的安排____给整个团队。,通知,打招呼,告知,,5,595
传达,老师请班长____学校的最新要求。,通知,告知,打招呼,,5,596
传达,这个文件主要是为了____领导的意见。,打招呼,通知,告知,,5,597
传达,他负责把总部的决定____到各个部门。,告知,通知,打招呼,,5,598
传达,请你准确____会议精神，不要改动原来的意思。,通知,打招呼,告知,,5,599
告知,请在三天内____我们你的最终决定。,通知,打招呼,传达,,5,600
告知,医生会在检查后____病人具体结果。,通知,传达,打招呼,,5,601
告知,客服人员已经____客户退款需要的资料。,打招呼,通知,传达,,5,602
告知,如有资料变更，请及时____本公司。,通知,传达,打招呼,,5,603
告知,律师正式____对方合同已经终止。,打招呼,通知,传达,,5,604
一样,这两件衣服的颜色看起来____。,相同,相似,相仿,,5,605
一样,我和哥哥的身高差不多，看起来几乎____高。,相同,相似,相仿,,5,606
一样,这个蛋糕的味道和我小时候吃过的____。,相同,相似,相仿,,5,607
一样,你写的答案跟我的____，应该没问题。,相同,相似,相仿,,5,608
一样,这两个杯子____大，你随便拿一个就行。,相同,相似,相仿,,5,609
相同,这两台电脑使用的是____型号的处理器。,一样,相似,相仿,,5,610
相同,虽然他们来自不同部门，但目标是____的。,一样,相似,相仿,,5,611
相同,这两个实验在____条件下进行，所以结果可以比较。,一样,相似,相仿,,5,612
相同,如果输入的数据____，系统应该给出一样的结果。,一样,相似,相仿,,5,613
相同,这几份文件的格式完全____。,一样,相似,相仿,,5,614
相似,这两个汉字看起来很____，初学者容易看错。,一样,相同,相仿,,5,615
相似,他们的性格有点____，都不太喜欢主动说话。,一样,相同,相仿,,5,616
相似,这两种语言的语法结构有一些____之处。,一样,相同,相仿,,5,617
相似,这部电影的故事和那本小说很____。,一样,相同,相仿,,5,618
相似,他们遇到的问题很____，所以可以用同一种方法解决。,一样,相同,相仿,,5,619
相仿,这两个孩子年龄____，所以很快就玩到一起了。,一样,相同,相似,,5,620
相仿,这几家酒店的价格____，你可以选位置最方便的。,一样,相同,相似,,5,621
相仿,他们的中文水平____，适合分在同一个班。,一样,相同,相似,,5,622
相仿,这两座城市的规模____，但发展方向不太一样。,一样,相同,相似,,5,623
相仿,这两家公司提供的工资____，差别不大。,一样,相同,相似,,5,624
室外,下雨的时候，____活动通常会改到室内进行。,野外,户外,郊外,,5,625
室外,这个空调机的____部分需要定期清洗。,户外,野外,郊外,,5,626
室外,天气太热，学生不适合长时间待在____。,野外,郊外,户外,,5,627
室外,体育课今天在____操场上进行。,户外,野外,郊外,,5,628
野外,科学家到____观察动物的生活习惯。,室外,户外,郊外,,5,629
野外,在____露营时，要注意安全和天气变化。,户外,室外,郊外,,5,630
野外,他们去____采集植物样本，准备带回实验室研究。,郊外,室外,户外,,5,631
野外,这部纪录片记录了动物在____生活的样子。,户外,郊外,室外,,5,632
野外,如果在____迷路，最好留在原地等待救援。,室外,户外,郊外,,5,633
户外,这家店专门卖登山鞋、帐篷等____用品。,室外,野外,郊外,,5,634
户外,医生建议他多参加____运动，不要总是待在家里。,野外,室外,郊外,,5,635
户外,周末我们参加了一个____音乐会。,室外,郊外,野外,,5,636
户外,孩子每天需要一些____活动，对身体比较好。,野外,室外,郊外,,5,637
户外,这款手表适合跑步、登山等____场景使用。,郊外,野外,室外,,5,638
郊外,周末我们开车去____散步，远离市中心的噪音。,室外,野外,户外,,5,639
郊外,他家住在城市____，每天坐火车去市区上班。,户外,室外,野外,,5,640
郊外,学校组织学生到____参观农场。,野外,户外,室外,,5,641
郊外,这座公园在____，空气比市中心清新。,室外,户外,野外,,5,642
郊外,他们想在____买一栋安静的小房子。,野外,室外,户外,,5,643
既然,____你已经决定了，就不要再犹豫。,因为,由于,所以,,5,644
既然,____大家都同意这个方案，我们就开始准备吧。,所以,因为,由于,,5,645
既然,____你不懂这个语法，就应该先问老师。,因为,所以,由于,,5,646
既然,____他已经道歉了，我们就给他一次机会。,由于,因为,所以,,5,647
既然,____时间不够，我们就先完成最重要的部分。,所以,由于,因为,,5,648
因为,我没有去上课，____我身体不舒服。,所以,由于,既然,,5,649
因为,他学习进步很快，____每天都认真复习。,由于,所以,既然,,5,650
因为,她迟到了，____路上堵车很严重。,由于,既然,所以,,5,651
由于,____系统故障，今天无法正常提交申请。,因为,既然,所以,,5,652
由于,____天气原因，飞机起飞时间推迟了。,所以,因为,既然,,5,653
由于,____准备不足，这次活动没有达到预期效果。,既然,因为,所以,,5,654
由于,会议____人数太少而被取消。,因为,所以,既然,,5,655
由于,____他长期缺课，老师决定找他谈一谈。,因为,既然,所以,,5,656
所以,他昨晚睡得很晚，____今天上课没有精神。,因为,由于,既然,,5,657
所以,这个句子太长，____我把它分成了两句。,既然,因为,由于,,5,658
所以,她已经复习了很多遍，____考试时不太紧张。,由于,既然,因为,,5,659
所以,今天老师请假，____中文课改到明天。,因为,由于,既然,,5,660
所以,我忘了带钥匙，____只能在门口等家人回来。,既然,因为,由于,,5,661
阻拦,他想冲进会议室，但被保安____了。,挡住,拦截,,,,
阻拦,父母没有____她出国留学，只是希望她想清楚。,挡住,拦截,,,,
阻拦,同事们试图____他辞职，但他已经决定了。,挡住,拦截,,,,
阻拦,警察____了想要闯入现场的人。,挡住,拦截,,,,
阻拦,没有人能____他完成这个计划。,挡住,拦截,,,,
挡住,这辆车____了入口，大家都进不去。,阻拦,拦截,,,,
挡住,请你不要站在那里，你____了我的视线。,阻拦,拦截,,,,
挡住,厚厚的窗帘____了外面的阳光。,阻拦,拦截,,,,
挡住,一棵倒下的大树____了山路。,阻拦,拦截,,,,
挡住,他用身体____门口，不让别人进去。,阻拦,拦截,,,,
拦截,警方在高速公路上____了一辆可疑车辆。,阻拦,挡住,,,,
拦截,海关____了一个可疑包裹，准备进一步检查。,阻拦,挡住,,,,
拦截,军方成功____了飞来的导弹。,阻拦,挡住,,,,
拦截,警察在路口____了逃跑的嫌疑人。,挡住,阻拦,,,,
争取,我们要____更多时间，把报告改得更完整。,争夺,奋斗,,,,
争取,他正在努力____这次出国学习的机会。,争夺,奋斗,,,,
争取,公司希望____客户的支持，继续推进这个项目。,争夺,奋斗,,,,
争取,她每天认真准备，想____进入决赛的资格。,争夺,奋斗,,,,
争取,如果你真的想参加，就应该主动____这个名额。,争夺,奋斗,,,,
争夺,两支球队正在____冠军，比赛非常激烈。,争取,奋斗,,,,
争夺,几家公司正在____同一个市场，竞争越来越强。,争取,奋斗,,,,
争夺,他们为了____这个职位，做了很多准备。,争取,奋斗,,,,
争夺,两个部门都想负责这个项目，于是开始____主导权。,争取,奋斗,,,,
争夺,这些选手正在____最后一个晋级名额。,争取,奋斗,,,,
奋斗,他为了实现自己的梦想，一直努力____。,争取,争夺,,,,
奋斗,这一代人为国家的发展____了很多年。,争取,争夺,,,,
奋斗,她希望通过自己的____，改变家人的生活。,争取,争夺,,,,
奋斗,年轻人应该为自己的未来____，不要轻易放弃。,争取,争夺,,,,
奋斗,他把一生都献给了教育事业，并为此不断____。,争取,争夺,,,,
一切,他为了家人，可以放弃____。,所有,都,全部,,,
一切,只要你愿意努力，____都有可能改变。,全部,所有,各位,,,
一切,出发以前，请先确认____都准备好了。,所有,全部,都,,,
一切,这次失败让他重新思考生活中的____。,全部,所有,都,,,
一切,不要担心，我相信____都会慢慢好起来。,所有,各位,全部,,,
所有,请把____文件放进这个文件夹里。,一切,全部,都,,,
所有,____学生都必须按时提交作业。,全部,一切,各位,,,
所有,会议结束后，经理回答了____问题。,一切,全部,都,,,
所有,这个系统会记录____用户的登录时间。,全部,一切,各位,,,
所有,她把____需要的资料都准备好了。,一切,全部,都,,,
都,我们____同意这个计划。,所有,全部,一切,,,
都,这些问题老师____已经解释过了。,全部,所有,各位,,,
都,他们三个人____会说中文。,所有,一切,全部,,,
都,你买的这些书我____看过。,全部,所有,一切,,,
都,今天参加会议的人____收到了通知。,所有,全部,各位,,,
全部,请把这些资料____发给经理。,所有,都,一切,,,
全部,这个项目的费用由公司____承担。,所有,一切,都,,,
全部,文件____保存以后，才能关闭电脑。,都,所有,一切,,,
全部,他把房间里的东西____整理了一遍。,所有,都,各位,,,
全部,这本书我已经____读完了。,一切,所有,都,,,
各位,____老师、同学，大家早上好。,所有,全部,都,,,
各位,感谢____今天来参加这次会议。,所有,一切,全部,,,
各位,请____先看一下屏幕上的内容。,都,所有,全部,,,
各位,如果____没有其他问题，我们就开始吧。,所有,全部,一切,,,
各位,这封邮件是发给____负责人的，请认真阅读。,所有,都,全部,,,
短,他的头发剪得很____，看起来很清爽。,简短,短暂,短缺,短小,,
短,冬天白天比较____，天很快就黑了。,短暂,简短,短缺,短小,,
短,这条裤子有点____，穿起来不太合适。,短小,简短,短暂,短缺,,
短,这根线太____，接不到那边的插座。,简短,短暂,短小,短缺,,
短,我的假期很____，还没好好休息就结束了。,短暂,简短,短缺,短小,,
简短,请你做一个____的自我介绍，不要说太久。,短,短暂,短缺,短小,,
简短,经理在会议开始前发表了____的讲话。,短暂,短,短小,短缺,,
简短,这封邮件写得很____，但意思很清楚。,短,短暂,短缺,短小,,
简短,老师用几句话____地说明了作业要求。,短暂,短小,短,短缺,,
简短,这次会议很____，十分钟就结束了。,短,短暂,短小,短缺,,
短暂,他们只在机场见了一个____的面。,短,简短,短缺,短小,,
短暂,这段快乐的时光虽然____，但让人难忘。,简短,短,短小,短缺,,
短暂,停电只持续了很____的时间，很快就恢复了。,短,简短,短缺,短小,,
短暂,他在国外生活过一段____的日子。,简短,短小,短,短缺,,
短暂,经过____的休息以后，他又继续工作了。,短,简短,短小,短缺,,
短缺,这个地区最近水资源____，居民需要节约用水。,短,简短,短暂,短小,,
短缺,公司因为人手____，不得不推迟项目进度。,短暂,短,简短,短小,,
短缺,医院在疫情期间出现了口罩____的问题。,简短,短,短暂,短小,,
短缺,如果资金____，这个计划可能无法继续。,短,简短,短小,短暂,,
短缺,由于材料____，工厂暂时停止了生产。,短暂,短小,简短,短,,
短小,这篇文章虽然____，但内容很有力量。,短,简短,短暂,短缺,,
短小,这种狗身材____，很适合在公寓里养。,短,短暂,简短,短缺,,
短小,他用一个____的故事说明了深刻的道理。,简短,短,短暂,短缺,,
短小,这个工具设计得很____，放进口袋也很方便。,短,简短,短缺,短暂,,
短小,这棵树长得____，但枝叶很密。,短,简短,短暂,短缺,,
自豪,作为一名中文学习者，我能用中文交流时感到很____。,骄傲,欣慰,,,,
自豪,他为自己的文化和家乡感到____。,骄傲,欣慰,,,,
自豪,看到国家取得这样的成就，很多人都感到____。,骄傲,欣慰,,,,
自豪,她靠自己的努力完成了这个项目，心里非常____。,骄傲,欣慰,,,,
自豪,能代表学校参加比赛，他觉得很____。,骄傲,欣慰,,,,
骄傲,父母为孩子考上好大学感到很____。,自豪,欣慰,,,,
骄傲,他取得了一点成绩以后就变得很____，不愿意听别人的意见。,自豪,欣慰,,,,
骄傲,她是我们班的____，因为她总是帮助别人。,自豪,欣慰,,,,
骄傲,不要太____，还有很多东西需要继续学习。,自豪,欣慰,,,,
骄傲,老师说，优秀可以让人____，但不能让人看不起别人。,自豪,欣慰,,,,
欣慰,看到学生们都进步了，老师感到非常____。,自豪,骄傲,,,,
欣慰,父母看见孩子终于学会照顾自己，心里很____。,自豪,骄傲,,,,
欣慰,经过长期努力，这个问题终于解决了，大家都感到很____。,自豪,骄傲,,,,
欣慰,奶奶听说孙子找到了稳定的工作，露出了____的笑容。,自豪,骄傲,,,,
欣慰,他看到年轻同事越来越成熟，感到十分____。,自豪,骄傲,,,,
老年,这个社区为____人提供免费的健康检查。,年老,,,,,
老年,她退休以后报名参加了____大学，继续学习书法。,年老,,,,,
老年,政府正在改善____人的生活和医疗服务。,年老,,,,,
老年,进入____以后，保持运动和社交很重要。,年老,,,,,
老年,这项研究主要关注____群体的心理健康。,年老,,,,,
年老,他虽然____，但身体还很硬朗。,老年,,,,,
年老,父母____以后，子女应该多关心他们的生活。,老年,,,,,
年老,这位老人因为____体衰，已经不能独自出门。,老年,,,,,
年老,她担心自己____以后没有人照顾。,老年,,,,,
年老,那匹马已经____，不能再参加长距离比赛。,老年,,,,,
少年,这个节目主要关注____儿童的成长问题。,年少,,,,,
少年,他在____时期就表现出很强的音乐天赋。,年少,,,,,
少年,学校开设了____心理健康课程，帮助学生面对压力。,年少,,,,,
少年,这本小说讲的是一个____追求梦想的故事。,年少,,,,,
少年,社区中心为____提供免费的运动和阅读活动。,年少,,,,,
年少,他____时做过很多冲动的决定。,少年,,,,,
年少,因为____无知，他当时没有意识到问题的严重性。,少年,,,,,
年少,她虽然____，但处理事情已经很成熟。,少年,,,,,
年少,我们不能因为他____，就完全否定他的想法。,少年,,,,,
年少,他回想起自己____时的梦想，心里有些感慨。,少年,,,,,
成人,这个课程主要面向____学习者，不适合儿童。,成熟,,,,,
成人,他今年十八岁，法律上已经是____了。,成熟,,,,,
成人,学校为学生举行了____礼，庆祝他们进入人生新阶段。,成熟,,,,,
成人,这个城市有很多____教育机构，帮助上班族继续学习。,成熟,,,,,
成人,____以后，他开始学会为自己的决定负责。,成熟,,,,,
成熟,这个孩子虽然年纪不大，但想法很____。,成人,,,,,
成熟,经过几年的工作，他处理问题变得更____了。,成人,,,,,
成熟,这个苹果还没有____，吃起来有点酸。,成人,,,,,
成熟,她的表达方式很____，不像刚开始学中文的人。,成人,,,,,
成熟,一个____的人不会因为一点批评就马上生气。,成人,,,,,
青年,这个项目主要帮助____创业和就业。,年轻,,,,,
青年,他在____时期就开始参加社会活动。,年轻,,,,,
青年,学校组织了一场____志愿者服务活动。,年轻,,,,,
青年,这本书描写了一群____追求理想的故事。,年轻,,,,,
青年,政府推出了新的____发展计划。,年轻,,,,,
年轻,她虽然很____，但工作能力很强。,青年,,,,,
年轻,这位老师看起来很____，但已经有很多教学经验。,青年,,,,,
年轻,他____的时候曾经去过很多国家旅行。,青年,,,,,
年轻,公司希望吸引更多____人才加入团队。,青年,,,,,
年轻,爷爷虽然年纪大了，但心态一直很____。,青年,,,,,
默默,他一直在背后____支持朋友，从来不要求回报。,悄悄,静静,,,,
默默,她____地完成了所有工作，没有向任何人抱怨。,悄悄,静静,,,,
默默,父母为孩子付出了很多，却常常只是____承受压力。,静静,悄悄,,,,
默默,他没有解释，只是____离开了教室。,悄悄,静静,,,,
默默,这位老师多年来____帮助困难学生。,静静,悄悄,,,,
悄悄,她怕吵醒家人，就____走出了房间。,默默,静静,,,,
悄悄,他把礼物____放在朋友的桌上，想给她一个惊喜。,静静,默默,,,,
悄悄,孩子们____躲在门后，准备吓爸爸一跳。,默默,静静,,,,
悄悄,老师讲课时，他____给同桌递了一张纸条。,静静,默默,,,,
悄悄,她不想被别人发现，____离开了会场。,默默,静静,,,,
静静,我喜欢一个人____坐在窗边看书。,默默,悄悄,,,,
静静,夜晚的湖边很安静，我们____听着风声。,悄悄,默默,,,,
静静,他没有说话，只是____地看着远处。,默默,悄悄,,,,
静静,下课以后，教室里变得很安静，她____整理笔记。,悄悄,默默,,,,
静静,我想找个地方____待一会儿，好好想清楚这件事。,默默,悄悄,,,,
兑换,我想把新加坡元____成人民币。,改造,改信,折算,转换,,
兑换,这些积分可以____成商店的优惠券。,转换,折算,改造,改信,,
兑换,机场里有可以____外币的柜台。,改信,转换,折算,改造,,
兑换,这张礼品卡可以____一杯免费的咖啡。,折算,改造,转换,改信,,
兑换,他用会员积分____了一份小礼物。,转换,改信,改造,折算,,
改造,他们把旧工厂____成了一个艺术中心。,兑换,改信,折算,转换,,
改造,这间老房子需要重新____，才能适合居住。,转换,兑换,折算,改信,,
改造,公司正在____旧系统，让它能支持新的功能。,折算,转换,兑换,改信,,
改造,这个城市计划____老旧街区，改善居民生活。,兑换,改信,转换,折算,,
改造,教育有时候可以____一个人的思想和习惯。,转换,折算,兑换,改信,,
